const,s_h,i_h,r_h,s_h*i_h,s_h^2,i_h^2,si_sat,T,P,H,V,T^2,P^2,H^2,V^2,T*P,T*H,T*V,P*H,P*V,H*V,T*P*H,T*P*V,T*H*V,P*H*V,T_lag1,P_lag1,P_lag2,P_lag3,T*P_lag2,T*P_lag3,sin,cos,si*T,si*P,si*H,si*V,si*T^2,si*P^2,si*H^2,si*V^2,si*T*P,si*T*H,si*T*V,si*P*H,si*P*V,si*H*V,si*T*P*H,si*T*P*V,si*T*H*V,si*P*H*V,si*T_lag1,si*P_lag1,si*P_lag2,si*P_lag3,si*T*P_lag2,si*T*P_lag3,si*sin,si*cos,i_h*T,i_h*P_lag2,i_h*H
1.0,0.8999997971464643,2.020202020202073e-07,0.1000000008333332,1.818181408376743e-07,0.8099996348636769,4.081216202428537e-14,1.8181777352904091e-07,24.422619047850013,17.8,84.13559951586996,0.2069178749999999,596.4643211564063,316.84000000000003,7078.799105894856,0.04281500699451558,434.72261905173025,2054.811695338566,5.053476435315646,1497.6136713824853,3.683138174999998,17.40915946367483,36575.64817702647,89.95188054861849,425.1772695246033,309.88303845341204,25.521428571500017,46.81,58.105,14.205,1419.076279775325,346.92330357470945,0.0,1.0,4.44047518966686e-06,3.2363629069106023e-06,1.5297378282238605e-05,3.7621423338582266e-08,0.00010844803394866327,5.760725974300873e-05,0.001287054092797194,7.784544971694843e-09,7.904045837607012e-05,0.0003736020422179677,9.188136902360883e-07,0.0002722933334238472,6.696613354267643e-07,3.1653010072319603e-06,0.006650116351479824,1.635488368620237e-05,7.730494067140212e-05,5.634235792872891e-05,4.640258694391635e-06,8.510907172611534e-06,1.0564543073373065e-05,2.5827266905991635e-06,0.00025801381089559294,6.307695006921776e-05,0.0,1.818181408376743e-07,4.933862433909222e-06,1.1738383838384144e-05,1.6997090811287303e-05
1.0,0.900000175934343,-1.767676767676762e-07,0.1000000008333332,-1.5909094019041367e-07,0.8100003166818484,3.1246811549841654e-14,-1.590912214122697e-07,25.54285714300001,33.379999999999995,84.07693600979601,0.31654645,652.4375510277066,1114.2243999999996,7068.931168795334,0.10020165500760249,852.6205714333402,2147.565165519373,8.085500751473795,2806.488124006991,10.566320500999998,26.614255620778092,71685.72522503666,269.89401508419525,679.8041292888198,888.3838526215726,24.422619047850013,17.8,46.81,58.105,1195.6611428638305,1484.1677142940155,0.120536680255323,0.992708874098054,-4.063637158029295e-06,-5.310455583556007e-06,-1.3375878798127694e-05,-5.0359672344437766e-08,-0.00010379690340852883,-0.0001772630073790995,-0.0011246029057849695,-1.594117550379495e-08,-0.00013564420833501783,-0.00034165816130265835,-1.2863299164622623e-06,-0.00044648683428150245,-1.6810058628573324e-06,-4.234086949177588e-06,-0.011404549424282736,-4.293769261151031e-05,-0.00010815067807388387,-0.0001413338223635479,-3.885417426234764e-06,-2.8318187353893633e-06,-7.447046910313264e-06,-9.243979079763986e-06,-0.0001902188553673513,-0.00023611763706729217,-1.917629378925061e-08,-1.579309881156264e-07,-4.515151515176755e-06,-8.274494949494923e-06,-1.4862084648196217e-05
1.0,0.9000002541919188,-2.525252525252543e-07,0.0999999983333333,-2.2727279146260737e-07,0.8100004575455184,6.376900316294346e-14,-2.272733653852472e-07,25.237857143,13.87,70.86276409558052,0.22081785,636.9494331704761,192.37689999999998,5021.531335265895,0.0487605228786225,350.04907857341,1788.4243170023706,5.572969352924403,982.8665380057017,3.0627435794999998,15.647763212643286,24805.44527682288,77.29708492506147,394.91601256818194,217.03447575936235,25.54285714300001,33.379999999999995,17.8,46.81,449.2338571454,1181.3840928638301,0.2393156642875577,0.970941817426052,-5.735878243424115e-06,-3.1522736175863643e-06,-1.610517820675881e-05,-5.0185889174271316e-08,-0.00014476127569717958,-4.3722035075922865e-05,-0.0011412574439828341,-1.1081940147800867e-08,-7.955663123629247e-05,-0.0004064601868447358,-1.2665843015746898e-06,-0.0002233788217277447,-6.96078282847143e-07,-3.5563108254833364e-06,-0.005637602791536485,-1.7567524262840947e-05,-8.975366456965284e-05,-4.9326031149453874e-05,-5.805196444820213e-06,-7.586365779021833e-06,-4.045455688034411e-06,-1.063863936836465e-05,-0.00010209863273294924,-0.00026849646057468284,-5.4389939063361456e-08,-2.2066865719419612e-07,-6.373196248232368e-06,-4.4949494949495274e-06,-1.7894637397873995e-05
1.0,0.9000001173863632,-1.1363636363636589e-07,0.0999999962499999,-1.0227274061208876e-07,0.8100002112954675,1.291322314049638e-14,-1.0227285683124425e-07,26.422619047850013,81.135,78.25289995159793,0.3525821249999999,698.1547973478064,6582.888225000001,6123.516350834794,0.12431415486951557,2143.799196447311,2067.6465648105927,9.316143171956432,6349.049037572898,28.606750711874994,27.59057375234679,167758.50403590745,755.8652762566851,729.0152195698688,2238.5612013966565,25.237857143,13.87,33.379999999999995,17.8,881.9870238172333,470.32261905173027,0.3546048870425356,0.9350162426854148,-2.7023136641728e-06,-8.297898809561823e-06,-8.003138538893508e-06,-3.605954021458405e-08,-7.140220449623759e-05,-0.0006732500199137985,-0.0006262687993828112,-1.2713949315380996e-08,-0.00021925221914266012,-0.00021146388080035011,-9.527874941305819e-07,-0.0006493346453531248,-2.9256907953102766e-06,-2.8217635927124677e-06,-0.017157121968736408,-7.730441333628477e-05,-7.455838445333413e-05,-0.00022894378909472604,-2.5811448171909903e-06,-1.418522912289671e-06,-3.4138640816315224e-06,-1.82045478289518e-06,-9.020323011008805e-05,-4.8101183222275845e-05,-3.626641363228028e-08,-9.562667365625527e-08,-3.002570346346652e-06,-3.793181818181893e-06,-8.89237499449994e-06
1.0,0.8999998509848472,1.515151515151513e-07,0.0999999974999998,1.3636361378558273e-07,0.8099997317727472,2.295684113865926e-14,1.3636340717435976e-07,26.384523809650005,46.09,77.4746199918593,0.3752258249999999,696.143096661988,2124.2881,6002.316742883005,0.14079441974693055,1216.062702386769,2044.130955818798,9.900154713708064,3570.8052354247952,17.294158274249998,29.070478203006893,94213.99575368842,456.29813075480473,767.0107243051468,1339.8583403765876,26.422619047850013,81.135,13.87,33.379999999999995,365.95334523984553,880.7154047661171,0.4647231720437685,0.8854560256532099,3.5978890146956254e-06,6.284998959377508e-06,1.0564719158754689e-05,5.116714948267664e-08,9.492858837271493e-05,0.0002896756020377094,0.000818497602145235,1.919923587753566e-08,0.0001658267046873214,0.00027874508418642866,1.3500208737976029e-06,0.0004869279060270036,2.3582939196565666e-06,3.964155462237033e-06,0.012847360930152499,6.222246207333152e-05,0.00010459235417854712,0.00018270792525450485,3.603083819044601e-06,1.1063861804493256e-05,1.8913633232060323e-06,4.551817428162751e-06,4.990272063382832e-05,0.00012009753531053997,6.337133114978736e-08,1.2074398350629134e-07,3.997655122674238e-06,2.1015151515151486e-06,1.1738578786645332e-05
1.0,0.8999995664935052,4.220779220779215e-07,0.1000000114285712,3.798699468966088e-07,0.8099992196884973,1.7814977230561597e-13,3.798683435561977e-07,26.660714285500017,69.21000000000001,70.77539889739117,0.3599356999999999,710.7936862130647,4790.024100000001,5009.157089084839,0.12955370813448994,1845.1880356994563,1886.9226884456389,9.596142858851445,4898.3653576884435,24.911149796999997,25.474592744911714,130593.91926732268,664.1490472611086,679.1708387115627,1763.0965638753398,26.384523809650005,46.09,81.135,13.87,2163.117053554044,369.78410713988524,0.5680647467311558,0.8229838658936564,1.0127604119858552e-05,2.62907990247143e-05,2.688544702073829e-05,1.367287552451937e-07,0.0002700091598362017,0.001819586200500477,0.0019028282374274294,4.921356022930745e-08,0.0007009314811354104,0.0007167852214578511,3.6452862782041706e-06,0.0018607417883052973,9.462997150519856e-06,9.677032193222349e-06,0.04960870517709789,0.00025229026331451067,0.0002579965904350866,0.0006697473980929188,1.002268765846406e-05,1.7508205852464702e-05,3.082074814145636e-05,5.268796163455964e-06,0.0008217031602647237,0.00014046986914243811,2.157907251745997e-07,3.1262683743378905e-07,1.1252898886737005e-05,3.4245292207792165e-05,2.9872733300846882e-05
1.0,0.8999993848701285,5.844155844155835e-07,0.1000000307142855,5.259736664825419e-07,0.8099988927666097,3.4154157530780805e-13,5.259705926284291e-07,27.447619047850004,65.825,69.02802731711824,0.32299285,753.3717913958984,4332.930625,4764.868555292823,0.1043243811511225,1806.7395238247266,1894.654997424845,8.865384701979359,4543.769898149309,21.26100435125,22.295559273033874,124715.66520549044,583.5639480077913,611.9600173849934,1467.605189147455,26.660714285500017,69.21000000000001,46.09,81.135,1265.0607619154068,2226.9625714473104,0.6631226582407952,0.7485107481711011,1.4436724826813721e-05,3.462221659621332e-05,3.630692461804174e-05,1.6988573356214567e-07,0.00039625372334502136,0.0022790074074457416,0.002506195384334738,5.487187725757808e-08,0.0009502974117250133,0.0009965386357150166,4.66295889647832e-06,0.002389903312982598,1.1182728411728239e-05,1.1726877057116462e-05,0.06559715569594098,0.0003069392693606854,0.0003218748540847051,0.0007719216822846912,1.4022833643787924e-05,3.640263745725673e-05,2.4242126288180355e-05,4.2674873430061036e-05,0.0006653886472678445,0.0011713236688235314,3.487850558825606e-07,3.936969426171446e-07,1.6040816326665562e-05,2.6935714285714247e-05,4.0341054925588524e-05
1.0,0.8999993096861458,6.385281385281377e-07,0.1000000517857141,5.746748838905036e-07,0.8099987574355391,4.0771818369220857e-13,5.746712144530953e-07,28.57619047635001,40.01,54.13569265051857,0.292352975,816.5986621406371,1600.8001,2930.6732187514103,0.08547026199135063,1143.3333809587639,1546.99186475036,8.354334299927594,2165.969062947248,11.69704252975,15.826730800064741,61895.144508661906,334.256915340103,452.2676739605654,633.2274993105902,27.447619047850004,65.825,69.21000000000001,46.09,1977.7581428681844,1317.076619054972,0.7485107481711011,0.6631226582407953,1.6422018944029355e-05,2.2992742104459046e-05,3.111042288826875e-05,1.6800791196316828e-07,0.00046927874135081115,0.0009199396115994065,0.001684184291706975,4.911761288597034e-08,0.0006570449779506146,0.0008890173702549667,4.801026093793341e-06,0.0012447280197596326,6.7219965576463635e-06,9.095224684893461e-06,0.03556958498390122,0.00019208905401267156,0.000259906873020716,0.00036389993964258736,1.5773457289393976e-05,3.78279742320924e-05,3.9773248714061756e-05,2.648676539851331e-05,0.0011365679311162718,0.000756890853130313,4.3015032729602144e-07,3.810799366296911e-07,1.8246701711089267e-05,4.4192532467532414e-05,3.4567163056067004e-05
1.0,0.8999995792857131,3.571428571428567e-07,0.1000000635714284,3.214284211734685e-07,0.8099992427144606,1.2755102040816293e-13,3.214272732189213e-07,27.823214285500026,26.76,67.29065451430542,0.32761365,774.1312531768527,716.0976,4528.032184963612,0.10733070366632248,744.5492142799807,1872.2422999630692,9.115264786804804,1800.697914802813,8.766941274,22.045336936320574,50101.20394701173,243.92448569489656,613.372133575296,589.9332164159385,28.57619047635001,40.01,65.825,69.21000000000001,1831.4630803430393,1925.644660699457,0.8229838658936564,0.5680647467311559,8.943171839759369e-06,8.601424550602018e-06,2.162912884026252e-05,1.053043382743773e-07,0.0002488277864896744,0.00023017412097411,0.0014554382362355048,3.4499138622903445e-08,0.0002393192784319607,0.0006017918865313127,2.929905169000781e-06,0.0005787954877654252,2.817944092222337e-06,7.085997845678672e-06,0.01610395088357793,7.84042623224609e-05,0.0001971552364869092,0.00018962130235036125,9.185199787965491e-06,1.2860351131150474e-05,2.1158025823743564e-05,2.2246061029415757e-05,0.0005886842863521604,0.000618956923029746,2.645304046654355e-07,1.825921546661017e-07,9.936862244821425e-06,2.3508928571428543e-05,2.4032376612251902e-05
1.0,0.8999995786796524,3.46320346320346e-07,0.1000000749999998,3.116881657765027e-07,0.8099992416235519,1.1993778227544438e-13,3.116870863407059e-07,26.44880952365,100.875,73.87485099523184,0.322986325,699.5395252183189,10175.765625,5457.493609567707,0.10432016613700563,2668.0236606981935,1953.9018625609124,8.542603788668714,7452.125594144011,32.581245534375,23.860566632872526,197099.85038583202,861.7351571819565,631.0835819992042,2406.934659091016,27.823214285500026,26.76,40.01,65.825,1058.2168690412364,1740.9928868942613,0.8854560256532099,0.4647231720437686,8.243780927398565e-06,3.144154372270471e-05,2.3025916803716258e-05,1.0067101521014339e-07,0.00021803819150346338,0.003171665723027838,0.0017010361729031436,3.2515361236743316e-08,0.0008315914010513301,0.0006090080876489031,2.662628505845554e-06,0.002322739357574877,1.0155188659323214e-05,7.437056248188061e-06,0.061433690841583094,0.0002685926505271703,0.00019670128412499708,0.0007502130490359706,8.67216662665409e-06,8.340775316179213e-06,1.2470643512717872e-05,2.0516873512238292e-05,0.00032983367490521654,0.0005426468795460106,2.7598616451160095e-07,1.4484871308816035e-07,9.159760873991333e-06,1.3856277056277042e-05,2.5584363981032645e-05
